minor_class_id,class_id,fiscal_year,total,minor_class,class,department,fund
100,1,2016,607935,Salary Control,Personal Services,Prisons,General Operating Fund
101,1,2016,107906887,Perm Full Time-civilian,Personal Services,Prisons,General Operating Fund
109,1,2016,750000,Plus/minus Gross Adj,Personal Services,Prisons,General Operating Fund
131,1,2016,2800,Board,Personal Services,Prisons,General Operating Fund
161,1,2016,29153537,Overtime Civilian,Personal Services,Prisons,General Operating Fund
171,1,2016,2609193,"Holiday ""g""(2/3 Shifts)",Personal Services,Prisons,General Operating Fund
181,1,2016,892418,Shift,Personal Services,Prisons,General Operating Fund
199,1,2016,338304,Sick Pay(b Time)-civilian,Personal Services,Prisons,General Operating Fund
201,2,2016,540000,Cleaning and Laundering,Purchase of Services,Prisons,General Operating Fund
202,2,2016,57500,Janitorial Services,Purchase of Services,Prisons,General Operating Fund
205,2,2016,28000,Refuse/garbage/silt/sludge Removal,Purchase of Services,Prisons,General Operating Fund
209,2,2016,34000,Telephone,Purchase of Services,Prisons,General Operating Fund
210,2,2016,23000,Postage,Purchase of Services,Prisons,General Operating Fund
211,2,2016,132500,Transportation,Purchase of Services,Prisons,General Operating Fund
215,2,2016,1085,Licenses Permits Inspection Charges,Purchase of Services,Prisons,General Operating Fund
216,2,2016,8999,Commercial Off-shelf Comp Software,Purchase of Services,Prisons,General Operating Fund
230,2,2016,8000,Meals-non-travel & Officl Entertain,Purchase of Services,Prisons,General Operating Fund
240,2,2016,3000,Advertising/promotional Activities,Purchase of Services,Prisons,General Operating Fund
250,2,2016,89786616,Professional Consult/spec Services,Purchase of Services,Prisons,General Operating Fund
255,2,2016,8000,Dues,Purchase of Services,Prisons,General Operating Fund
256,2,2016,74500,Seminar and Training Sessions,Purchase of Services,Prisons,General Operating Fund
257,2,2016,28580,Architectural & Engineering Srvcs,Purchase of Services,Prisons,General Operating Fund
260,2,2016,1471147,Repair and Maintenance Charges,Purchase of Services,Prisons,General Operating Fund
266,2,2016,100000,Maint/support-computr Hardware/soft,Purchase of Services,Prisons,General Operating Fund
284,2,2016,145119,Ground and Building Rental,Purchase of Services,Prisons,General Operating Fund
285,2,2016,68899,Rents,Purchase of Services,Prisons,General Operating Fund
290,2,2016,12806278,Payments for Care of Individuals,Purchase of Services,Prisons,General Operating Fund
299,2,2016,129778,Other Expenses (not Othrwse Clssfd),Purchase of Services,Prisons,General Operating Fund
301,3,2016,5000,Agricultural and Botanical,Materials and Supplies,Prisons,General Operating Fund
302,3,2016,2000,"Animal, Livestock and Marine Life",Materials and Supplies,Prisons,General Operating Fund
303,3,2016,20000,"Bakeshop, Dining Room and Kitchen",Materials and Supplies,Prisons,General Operating Fund
304,3,2016,14000,Books and Other Publications,Materials and Supplies,Prisons,General Operating Fund
305,3,2016,230000,Building and Construction,Materials and Supplies,Prisons,General Operating Fund
307,3,2016,21000,Chemicals and Gases,Materials and Supplies,Prisons,General Operating Fund
308,3,2016,1567298,Dry Goods/notions/wearing Apparel,Materials and Supplies,Prisons,General Operating Fund
309,3,2016,500,Cordage and Fibers,Materials and Supplies,Prisons,General Operating Fund
310,3,2016,140000,Electrical and Communication,Materials and Supplies,Prisons,General Operating Fund
311,3,2016,62000,General Equipment and Machinery,Materials and Supplies,Prisons,General Operating Fund
312,3,2016,198119,Fire Fighting and Safety,Materials and Supplies,Prisons,General Operating Fund
313,3,2016,6000,Food,Materials and Supplies,Prisons,General Operating Fund
314,3,2016,69375,Fuel -- Heating and Lighting,Materials and Supplies,Prisons,General Operating Fund
316,3,2016,118000,General Hardware and Minor Tools,Materials and Supplies,Prisons,General Operating Fund
317,3,2016,73000,Hospital and Laboratory,Materials and Supplies,Prisons,General Operating Fund
318,3,2016,752000,"Janitorial, Laundry and Household",Materials and Supplies,Prisons,General Operating Fund
320,3,2016,202500,Office Materials and Supplies,Materials and Supplies,Prisons,General Operating Fund
322,3,2016,25000,Small Power Tools and Hand Tools,Materials and Supplies,Prisons,General Operating Fund
323,3,2016,252000,Plumbing/air Conditioning/space Htg,Materials and Supplies,Prisons,General Operating Fund
324,3,2016,310000,"Precision, Photographic and Artists",Materials and Supplies,Prisons,General Operating Fund
325,3,2016,108500,Printing,Materials and Supplies,Prisons,General Operating Fund
326,3,2016,1800,Recreational and Educational,Materials and Supplies,Prisons,General Operating Fund
328,3,2016,5000,Motor Vehicle Parts and Accessories,Materials and Supplies,Prisons,General Operating Fund
340,3,2016,8000,#2 Diesel Fuel,Materials and Supplies,Prisons,General Operating Fund
342,3,2016,4000,Liquid Propane Gas (lpg),Materials and Supplies,Prisons,General Operating Fund
399,3,2016,14206,Other Materials and Supplies (noc),Materials and Supplies,Prisons,General Operating Fund
410,4,2016,14000,Electrical Lighting Communication,Equipment,Prisons,General Operating Fund
411,4,2016,15000,General Equipment and Machinery,Equipment,Prisons,General Operating Fund
412,4,2016,2400,Fire Fighting and Emergency,Equipment,Prisons,General Operating Fund
418,4,2016,20000,Janitorial and Laundry,Equipment,Prisons,General Operating Fund
420,4,2016,18000,Office Equipment,Equipment,Prisons,General Operating Fund
423,4,2016,125000,Plumbing/air Conditioning/space Htg,Equipment,Prisons,General Operating Fund
424,4,2016,3000,"Precision, Photographic and Artist",Equipment,Prisons,General Operating Fund
426,4,2016,5000,Recreational and Educational,Equipment,Prisons,General Operating Fund
427,4,2016,224739,Computer Equipment & Peripherals,Equipment,Prisons,General Operating Fund
430,4,2016,86989,Furniture and Furnishings,Equipment,Prisons,General Operating Fund
499,4,2016,50318,Other Equipment (noc),Equipment,Prisons,General Operating Fund
181,1,2016,29000,Shift,Personal Services,Sheriff,General Operating Fund
506,5,2016,1301757,Prisoner Inmate & Resident Payments,"Contributions, Indemnities, Refunds, Taxes",Prisons,General Operating Fund
100,1,2016,11500,Salary Control,Personal Services,Office of Supportive Housing,General Operating Fund
101,1,2016,8013879,Perm Full Time-civilian,Personal Services,Office of Supportive Housing,General Operating Fund
161,1,2016,204809,Overtime Civilian,Personal Services,Office of Supportive Housing,General Operating Fund
171,1,2016,37072,"Holiday ""g""(2/3 Shifts)",Personal Services,Office of Supportive Housing,General Operating Fund
181,1,2016,13953,Shift,Personal Services,Office of Supportive Housing,General Operating Fund
201,2,2016,36000,Cleaning and Laundering,Purchase of Services,Office of Supportive Housing,General Operating Fund
209,2,2016,35000,Telephone,Purchase of Services,Office of Supportive Housing,General Operating Fund
210,2,2016,15500,Postage,Purchase of Services,Office of Supportive Housing,General Operating Fund
211,2,2016,44800,Transportation,Purchase of Services,Office of Supportive Housing,General Operating Fund
215,2,2016,150,Licenses Permits Inspection Charges,Purchase of Services,Office of Supportive Housing,General Operating Fund
285,2,2016,25508,Rents,Purchase of Services,Revenue,Water Operating Fund
216,2,2016,9000,Commercial Off-shelf Comp Software,Purchase of Services,Office of Supportive Housing,General Operating Fund
250,2,2016,5522905,Professional Consult/spec Services,Purchase of Services,Office of Supportive Housing,General Operating Fund
254,2,2016,16200,Mental Health & Retardation Service,Purchase of Services,Office of Supportive Housing,General Operating Fund
255,2,2016,1500,Dues,Purchase of Services,Office of Supportive Housing,General Operating Fund
256,2,2016,5500,Seminar and Training Sessions,Purchase of Services,Office of Supportive Housing,General Operating Fund
260,2,2016,62000,Repair and Maintenance Charges,Purchase of Services,Office of Supportive Housing,General Operating Fund
284,2,2016,3163002,Ground and Building Rental,Purchase of Services,Office of Supportive Housing,General Operating Fund
285,2,2016,25000,Rents,Purchase of Services,Office of Supportive Housing,General Operating Fund
290,2,2016,27950064,Payments for Care of Individuals,Purchase of Services,Office of Supportive Housing,General Operating Fund
303,3,2016,10000,"Bakeshop, Dining Room and Kitchen",Materials and Supplies,Office of Supportive Housing,General Operating Fund
305,3,2016,7868,Building and Construction,Materials and Supplies,Office of Supportive Housing,General Operating Fund
308,3,2016,22598,Dry Goods/notions/wearing Apparel,Materials and Supplies,Office of Supportive Housing,General Operating Fund
310,3,2016,2767,Electrical and Communication,Materials and Supplies,Office of Supportive Housing,General Operating Fund
313,3,2016,2500,Food,Materials and Supplies,Office of Supportive Housing,General Operating Fund
314,3,2016,7500,Fuel -- Heating and Lighting,Materials and Supplies,Office of Supportive Housing,General Operating Fund
316,3,2016,5700,General Hardware and Minor Tools,Materials and Supplies,Office of Supportive Housing,General Operating Fund
317,3,2016,12000,Hospital and Laboratory,Materials and Supplies,Office of Supportive Housing,General Operating Fund
318,3,2016,43383,"Janitorial, Laundry and Household",Materials and Supplies,Office of Supportive Housing,General Operating Fund
320,3,2016,26314,Office Materials and Supplies,Materials and Supplies,Office of Supportive Housing,General Operating Fund
324,3,2016,9148,"Precision, Photographic and Artists",Materials and Supplies,Office of Supportive Housing,General Operating Fund
325,3,2016,10000,Printing,Materials and Supplies,Office of Supportive Housing,General Operating Fund
326,3,2016,1800,Recreational and Educational,Materials and Supplies,Office of Supportive Housing,General Operating Fund
399,3,2016,599,Other Materials and Supplies (noc),Materials and Supplies,Office of Supportive Housing,General Operating Fund
418,4,2016,20000,Janitorial and Laundry,Equipment,Office of Supportive Housing,General Operating Fund
420,4,2016,38010,Office Equipment,Equipment,Office of Supportive Housing,General Operating Fund
427,4,2016,50388,Computer Equipment & Peripherals,Equipment,Office of Supportive Housing,General Operating Fund
430,4,2016,73552,Furniture and Furnishings,Equipment,Office of Supportive Housing,General Operating Fund
506,5,2016,32421,Prisoner Inmate & Resident Payments,"Contributions, Indemnities, Refunds, Taxes",Office of Supportive Housing,General Operating Fund
100,1,2016,131797,Salary Control,Personal Services,Fleet Management,General Operating Fund
101,1,2016,14324837,Perm Full Time-civilian,Personal Services,Fleet Management,General Operating Fund
121,1,2016,85611,Temporary Seasonal,Personal Services,Fleet Management,General Operating Fund
161,1,2016,1818478,Overtime Civilian,Personal Services,Fleet Management,General Operating Fund
171,1,2016,120143,"Holiday ""g""(2/3 Shifts)",Personal Services,Fleet Management,General Operating Fund
181,1,2016,64027,Shift,Personal Services,Fleet Management,General Operating Fund
201,2,2016,62000,Cleaning and Laundering,Purchase of Services,Fleet Management,General Operating Fund
202,2,2016,348000,Janitorial Services,Purchase of Services,Fleet Management,General Operating Fund
209,2,2016,10000,Telephone,Purchase of Services,Fleet Management,General Operating Fund
210,2,2016,2000,Postage,Purchase of Services,Fleet Management,General Operating Fund
211,2,2016,10000,Transportation,Purchase of Services,Fleet Management,General Operating Fund
215,2,2016,76000,Licenses Permits Inspection Charges,Purchase of Services,Fleet Management,General Operating Fund
250,2,2016,554000,Professional Consult/spec Services,Purchase of Services,Fleet Management,General Operating Fund
255,2,2016,4000,Dues,Purchase of Services,Fleet Management,General Operating Fund
256,2,2016,24000,Seminar and Training Sessions,Purchase of Services,Fleet Management,General Operating Fund
260,2,2016,3514396,Repair and Maintenance Charges,Purchase of Services,Fleet Management,General Operating Fund
280,2,2016,12000,Insurance and Official Bonds,Purchase of Services,Fleet Management,General Operating Fund
283,2,2016,4500000,Lease Purchase -- Vehicles,Purchase of Services,Fleet Management,General Operating Fund
285,2,2016,90000,Rents,Purchase of Services,Fleet Management,General Operating Fund
286,2,2016,398000,Rental of Parking Spaces,Purchase of Services,Fleet Management,General Operating Fund
304,3,2016,65000,Books and Other Publications,Materials and Supplies,Fleet Management,General Operating Fund
305,3,2016,155000,Building and Construction,Materials and Supplies,Fleet Management,General Operating Fund
307,3,2016,148000,Chemicals and Gases,Materials and Supplies,Fleet Management,General Operating Fund
308,3,2016,125000,Dry Goods/notions/wearing Apparel,Materials and Supplies,Fleet Management,General Operating Fund
310,3,2016,2000,Electrical and Communication,Materials and Supplies,Fleet Management,General Operating Fund
312,3,2016,15000,Fire Fighting and Safety,Materials and Supplies,Fleet Management,General Operating Fund
313,3,2016,2000,Food,Materials and Supplies,Fleet Management,General Operating Fund
314,3,2016,14000,Fuel -- Heating and Lighting,Materials and Supplies,Fleet Management,General Operating Fund
316,3,2016,38000,General Hardware and Minor Tools,Materials and Supplies,Fleet Management,General Operating Fund
317,3,2016,3000,Hospital and Laboratory,Materials and Supplies,Fleet Management,General Operating Fund
318,3,2016,63000,"Janitorial, Laundry and Household",Materials and Supplies,Fleet Management,General Operating Fund
320,3,2016,25000,Office Materials and Supplies,Materials and Supplies,Fleet Management,General Operating Fund
322,3,2016,76000,Small Power Tools and Hand Tools,Materials and Supplies,Fleet Management,General Operating Fund
323,3,2016,1000,Plumbing/air Conditioning/space Htg,Materials and Supplies,Fleet Management,General Operating Fund
324,3,2016,20000,"Precision, Photographic and Artists",Materials and Supplies,Fleet Management,General Operating Fund
328,3,2016,9371811,Motor Vehicle Parts and Accessories,Materials and Supplies,Fleet Management,General Operating Fund
335,3,2016,545400,Lubricants,Materials and Supplies,Fleet Management,General Operating Fund
340,3,2016,5796000,#2 Diesel Fuel,Materials and Supplies,Fleet Management,General Operating Fund
345,3,2016,8190000,Gasoline,Materials and Supplies,Fleet Management,General Operating Fund
403,4,2016,1500,"Bakeshop, Dining Room and Kitchen",Equipment,Fleet Management,General Operating Fund
405,4,2016,3000,"Construction, Dredging, Conveying",Equipment,Fleet Management,General Operating Fund
410,4,2016,3500,Electrical Lighting Communication,Equipment,Fleet Management,General Operating Fund
411,4,2016,188000,General Equipment and Machinery,Equipment,Fleet Management,General Operating Fund
418,4,2016,5000,Janitorial and Laundry,Equipment,Fleet Management,General Operating Fund
420,4,2016,15000,Office Equipment,Equipment,Fleet Management,General Operating Fund
423,4,2016,2000,Plumbing/air Conditioning/space Htg,Equipment,Fleet Management,General Operating Fund
424,4,2016,2000,"Precision, Photographic and Artist",Equipment,Fleet Management,General Operating Fund
427,4,2016,60000,Computer Equipment & Peripherals,Equipment,Fleet Management,General Operating Fund
428,4,2016,10465000,Vehicles -- Motor and Motorless,Equipment,Fleet Management,General Operating Fund
430,4,2016,20000,Furniture and Furnishings,Equipment,Fleet Management,General Operating Fund
100,1,2016,180000,Salary Control,Personal Services,Licenses & Inspections,General Operating Fund
101,1,2016,19119111,Perm Full Time-civilian,Personal Services,Licenses & Inspections,General Operating Fund
161,1,2016,465000,Overtime Civilian,Personal Services,Licenses & Inspections,General Operating Fund
171,1,2016,5350,"Holiday ""g""(2/3 Shifts)",Personal Services,Licenses & Inspections,General Operating Fund
181,1,2016,1250,Shift,Personal Services,Licenses & Inspections,General Operating Fund
201,2,2016,500,Cleaning and Laundering,Purchase of Services,Licenses & Inspections,General Operating Fund
202,2,2016,29700,Janitorial Services,Purchase of Services,Licenses & Inspections,General Operating Fund
205,2,2016,2000,Refuse/garbage/silt/sludge Removal,Purchase of Services,Licenses & Inspections,General Operating Fund
209,2,2016,26507,Telephone,Purchase of Services,Licenses & Inspections,General Operating Fund
210,2,2016,500,Postage,Purchase of Services,Licenses & Inspections,General Operating Fund
211,2,2016,177157,Transportation,Purchase of Services,Licenses & Inspections,General Operating Fund
230,2,2016,1000,Meals-non-travel & Officl Entertain,Purchase of Services,Licenses & Inspections,General Operating Fund
240,2,2016,10000,Advertising/promotional Activities,Purchase of Services,Licenses & Inspections,General Operating Fund
250,2,2016,730012,Professional Consult/spec Services,Purchase of Services,Licenses & Inspections,General Operating Fund
251,2,2016,7560,Information Technology-prof Service,Purchase of Services,Licenses & Inspections,General Operating Fund
255,2,2016,4502,Dues,Purchase of Services,Licenses & Inspections,General Operating Fund
256,2,2016,390376,Seminar and Training Sessions,Purchase of Services,Licenses & Inspections,General Operating Fund
258,2,2016,1000,Court Reporters,Purchase of Services,Licenses & Inspections,General Operating Fund
260,2,2016,337300,Repair and Maintenance Charges,Purchase of Services,Licenses & Inspections,General Operating Fund
262,2,2016,8408812,Demolition of Buildings,Purchase of Services,Licenses & Inspections,General Operating Fund
266,2,2016,7838,Maint/support-computr Hardware/soft,Purchase of Services,Licenses & Inspections,General Operating Fund
285,2,2016,19900,Rents,Purchase of Services,Licenses & Inspections,General Operating Fund
286,2,2016,106492,Rental of Parking Spaces,Purchase of Services,Licenses & Inspections,General Operating Fund
295,2,2016,750,Purchase Services-imprest Advances,Purchase of Services,Licenses & Inspections,General Operating Fund
304,3,2016,16326,Books and Other Publications,Materials and Supplies,Licenses & Inspections,General Operating Fund
305,3,2016,108641,Building and Construction,Materials and Supplies,Licenses & Inspections,General Operating Fund
250,2,2016,871154,Professional Consult/spec Services,Purchase of Services,Records,General Operating Fund
308,3,2016,35250,Dry Goods/notions/wearing Apparel,Materials and Supplies,Licenses & Inspections,General Operating Fund
310,3,2016,7500,Electrical and Communication,Materials and Supplies,Licenses & Inspections,General Operating Fund
312,3,2016,202800,Fire Fighting and Safety,Materials and Supplies,Licenses & Inspections,General Operating Fund
316,3,2016,4100,General Hardware and Minor Tools,Materials and Supplies,Licenses & Inspections,General Operating Fund
318,3,2016,33052,"Janitorial, Laundry and Household",Materials and Supplies,Licenses & Inspections,General Operating Fund
320,3,2016,55000,Office Materials and Supplies,Materials and Supplies,Licenses & Inspections,General Operating Fund
322,3,2016,50000,Small Power Tools and Hand Tools,Materials and Supplies,Licenses & Inspections,General Operating Fund
324,3,2016,30400,"Precision, Photographic and Artists",Materials and Supplies,Licenses & Inspections,General Operating Fund
325,3,2016,2500,Printing,Materials and Supplies,Licenses & Inspections,General Operating Fund
405,4,2016,800,"Construction, Dredging, Conveying",Equipment,Licenses & Inspections,General Operating Fund
411,4,2016,2200,General Equipment and Machinery,Equipment,Licenses & Inspections,General Operating Fund
420,4,2016,66809,Office Equipment,Equipment,Licenses & Inspections,General Operating Fund
423,4,2016,1300,Plumbing/air Conditioning/space Htg,Equipment,Licenses & Inspections,General Operating Fund
424,4,2016,6300,"Precision, Photographic and Artist",Equipment,Licenses & Inspections,General Operating Fund
427,4,2016,4605,Computer Equipment & Peripherals,Equipment,Licenses & Inspections,General Operating Fund
428,4,2016,130000,Vehicles -- Motor and Motorless,Equipment,Licenses & Inspections,General Operating Fund
430,4,2016,686358,Furniture and Furnishings,Equipment,Licenses & Inspections,General Operating Fund
101,1,2016,99445,Perm Full Time-civilian,Personal Services,Board of Licenses & Inspections,General Operating Fund
131,1,2016,57909,Board,Personal Services,Board of Licenses & Inspections,General Operating Fund
258,2,2016,10436,Court Reporters,Purchase of Services,Board of Licenses & Inspections,General Operating Fund
101,1,2016,49737,Perm Full Time-civilian,Personal Services,Board of Building Standards,General Operating Fund
131,1,2016,24233,Board,Personal Services,Board of Building Standards,General Operating Fund
101,1,2016,221130,Perm Full Time-civilian,Personal Services,Zoning Board,General Operating Fund
131,1,2016,116619,Board,Personal Services,Zoning Board,General Operating Fund
258,2,2016,34541,Court Reporters,Purchase of Services,Zoning Board,General Operating Fund
100,1,2016,1000,Salary Control,Personal Services,Records,General Operating Fund
101,1,2016,2794226,Perm Full Time-civilian,Personal Services,Records,General Operating Fund
109,1,2016,35105,Plus/minus Gross Adj,Personal Services,Records,General Operating Fund
121,1,2016,46169,Temporary Seasonal,Personal Services,Records,General Operating Fund
131,1,2016,30279,Board,Personal Services,Records,General Operating Fund
161,1,2016,150172,Overtime Civilian,Personal Services,Records,General Operating Fund
181,1,2016,1881,Shift,Personal Services,Records,General Operating Fund
210,2,2016,980,Postage,Purchase of Services,Records,General Operating Fund
211,2,2016,65,Transportation,Purchase of Services,Records,General Operating Fund
215,2,2016,4013,Licenses Permits Inspection Charges,Purchase of Services,Records,General Operating Fund
216,2,2016,1600,Commercial Off-shelf Comp Software,Purchase of Services,Records,General Operating Fund
251,2,2016,455000,Information Technology-prof Service,Purchase of Services,Records,General Operating Fund
260,2,2016,115892,Repair and Maintenance Charges,Purchase of Services,Records,General Operating Fund
266,2,2016,160556,Maint/support-computr Hardware/soft,Purchase of Services,Records,General Operating Fund
286,2,2016,3900,Rental of Parking Spaces,Purchase of Services,Records,General Operating Fund
298,2,2016,1364,Payments for Burials and Graves,Purchase of Services,Records,General Operating Fund
299,2,2016,2680,Other Expenses (not Othrwse Clssfd),Purchase of Services,Records,General Operating Fund
304,3,2016,107,Books and Other Publications,Materials and Supplies,Records,General Operating Fund
320,3,2016,16676,Office Materials and Supplies,Materials and Supplies,Records,General Operating Fund
323,3,2016,1845,Plumbing/air Conditioning/space Htg,Materials and Supplies,Records,General Operating Fund
324,3,2016,26108,"Precision, Photographic and Artists",Materials and Supplies,Records,General Operating Fund
326,3,2016,2431,Recreational and Educational,Materials and Supplies,Records,General Operating Fund
345,3,2016,100,Gasoline,Materials and Supplies,Records,General Operating Fund
420,4,2016,4147,Office Equipment,Equipment,Records,General Operating Fund
423,4,2016,172,Plumbing/air Conditioning/space Htg,Equipment,Records,General Operating Fund
427,4,2016,67374,Computer Equipment & Peripherals,Equipment,Records,General Operating Fund
430,4,2016,3640,Furniture and Furnishings,Equipment,Records,General Operating Fund
499,4,2016,7923,Other Equipment (noc),Equipment,Records,General Operating Fund
504,5,2016,1456,Meritorious Awards,"Contributions, Indemnities, Refunds, Taxes",Records,General Operating Fund
101,1,2016,411150,Perm Full Time-civilian,Personal Services,Historical Commission,General Operating Fund
131,1,2016,11621,Board,Personal Services,Historical Commission,General Operating Fund
209,2,2016,600,Telephone,Purchase of Services,Historical Commission,General Operating Fund
260,2,2016,380,Repair and Maintenance Charges,Purchase of Services,Historical Commission,General Operating Fund
320,3,2016,809,Office Materials and Supplies,Materials and Supplies,Historical Commission,General Operating Fund
517,5,2016,2550000,Contributions-gov & Non-prof Not Ed,"Contributions, Indemnities, Refunds, Taxes",Art Museum,General Operating Fund
100,1,2016,39025,Salary Control,Personal Services,Director of Finance,General Operating Fund
101,1,2016,8623513,Perm Full Time-civilian,Personal Services,Director of Finance,General Operating Fund
111,1,2016,28123,Perm Part Time,Personal Services,Director of Finance,General Operating Fund
121,1,2016,33045,Temporary Seasonal,Personal Services,Director of Finance,General Operating Fund
131,1,2016,45000,Board,Personal Services,Director of Finance,General Operating Fund
161,1,2016,32649,Overtime Civilian,Personal Services,Director of Finance,General Operating Fund
171,1,2016,565,"Holiday ""g""(2/3 Shifts)",Personal Services,Director of Finance,General Operating Fund
186,1,2016,800000,Flex Cash,Personal Services,Finance - Employee Benefits,General Operating Fund
187,1,2016,32867982,Worker's Comp-disability Comp,Personal Services,Finance - Employee Benefits,General Operating Fund
188,1,2016,25220818,Worker's Comp-medical,Personal Services,Finance - Employee Benefits,General Operating Fund
189,1,2016,21608703,Medicare Tax,Personal Services,Finance - Employee Benefits,General Operating Fund
190,1,2016,113270454,Pension-obligation Bond Payments,Personal Services,Finance - Employee Benefits,General Operating Fund
191,1,2016,498430800,Pension,Personal Services,Finance - Employee Benefits,General Operating Fund
192,1,2016,50822751,FICA Taxes,Personal Services,Finance - Employee Benefits,General Operating Fund
193,1,2016,411484132,Medical Health & Welfare Credit,Personal Services,Finance - Employee Benefits,General Operating Fund
194,1,2016,8100386,Group Life Insurance,Personal Services,Finance - Employee Benefits,General Operating Fund
195,1,2016,4849842,Group Legal Insurance,Personal Services,Finance - Employee Benefits,General Operating Fund
196,1,2016,4580260,Unemployment Comp Insurance,Personal Services,Finance - Employee Benefits,General Operating Fund
197,1,2016,146267,Auto Mechanic Tool Insurance,Personal Services,Finance - Employee Benefits,General Operating Fund
210,2,2016,3073,Postage,Purchase of Services,Director of Finance,General Operating Fund
211,2,2016,3000,Transportation,Purchase of Services,Director of Finance,General Operating Fund
230,2,2016,66102,Meals-non-travel & Officl Entertain,Purchase of Services,Director of Finance,General Operating Fund
240,2,2016,46,Advertising/promotional Activities,Purchase of Services,Director of Finance,General Operating Fund
250,2,2016,1721975,Professional Consult/spec Services,Purchase of Services,Director of Finance,General Operating Fund
251,2,2016,1412500,Information Technology-prof Service,Purchase of Services,Director of Finance,General Operating Fund
252,2,2016,45000,Accounting and Auditing Services,Purchase of Services,Director of Finance,General Operating Fund
255,2,2016,91946,Dues,Purchase of Services,Director of Finance,General Operating Fund
256,2,2016,2759,Seminar and Training Sessions,Purchase of Services,Director of Finance,General Operating Fund
258,2,2016,15849,Court Reporters,Purchase of Services,Director of Finance,General Operating Fund
260,2,2016,13645,Repair and Maintenance Charges,Purchase of Services,Director of Finance,General Operating Fund
266,2,2016,29901,Maint/support-computr Hardware/soft,Purchase of Services,Director of Finance,General Operating Fund
277,2,2016,171518,Witness Fees,Purchase of Services,Director of Finance,General Operating Fund
280,2,2016,796900,Insurance and Official Bonds,Purchase of Services,Director of Finance,General Operating Fund
285,2,2016,3940,Rents,Purchase of Services,Director of Finance,General Operating Fund
286,2,2016,1000,Rental of Parking Spaces,Purchase of Services,Director of Finance,General Operating Fund
298,2,2016,161345,Payments for Burials and Graves,Purchase of Services,Director of Finance,General Operating Fund
299,2,2016,1980,Other Expenses (not Othrwse Clssfd),Purchase of Services,Director of Finance,General Operating Fund
304,3,2016,14731,Books and Other Publications,Materials and Supplies,Director of Finance,General Operating Fund
320,3,2016,47078,Office Materials and Supplies,Materials and Supplies,Director of Finance,General Operating Fund
324,3,2016,5734,"Precision, Photographic and Artists",Materials and Supplies,Director of Finance,General Operating Fund
325,3,2016,27615,Printing,Materials and Supplies,Director of Finance,General Operating Fund
420,4,2016,15616,Office Equipment,Equipment,Director of Finance,General Operating Fund
504,5,2016,25000,Meritorious Awards,"Contributions, Indemnities, Refunds, Taxes",Director of Finance,General Operating Fund
505,5,2016,109493880,Contributions-ed & Non-prof Rec Org,"Contributions, Indemnities, Refunds, Taxes",Director of Finance,General Operating Fund
512,5,2016,250000,Refunds,"Contributions, Indemnities, Refunds, Taxes",Director of Finance,General Operating Fund
513,5,2016,38000000,Indemnities-interdepartmental Trans,"Contributions, Indemnities, Refunds, Taxes",Director of Finance,General Operating Fund
517,5,2016,4375000,Contributions-gov & Non-prof Not Ed,"Contributions, Indemnities, Refunds, Taxes",Director of Finance,General Operating Fund
101,1,2016,17953438,Perm Full Time-civilian,Personal Services,Revenue,General Operating Fund
121,1,2016,833000,Temporary Seasonal,Personal Services,Revenue,General Operating Fund
161,1,2016,612825,Overtime Civilian,Personal Services,Revenue,General Operating Fund
171,1,2016,9000,"Holiday ""g""(2/3 Shifts)",Personal Services,Revenue,General Operating Fund
181,1,2016,4801,Shift,Personal Services,Revenue,General Operating Fund
209,2,2016,675,Telephone,Purchase of Services,Revenue,General Operating Fund
210,2,2016,2319769,Postage,Purchase of Services,Revenue,General Operating Fund
211,2,2016,12680,Transportation,Purchase of Services,Revenue,General Operating Fund
216,2,2016,835,Commercial Off-shelf Comp Software,Purchase of Services,Revenue,General Operating Fund
230,2,2016,650,Meals-non-travel & Officl Entertain,Purchase of Services,Revenue,General Operating Fund
240,2,2016,300,Advertising/promotional Activities,Purchase of Services,Revenue,General Operating Fund
250,2,2016,2774560,Professional Consult/spec Services,Purchase of Services,Revenue,General Operating Fund
251,2,2016,43000,Information Technology-prof Service,Purchase of Services,Revenue,General Operating Fund
253,2,2016,5700,Legal Services,Purchase of Services,Revenue,General Operating Fund
255,2,2016,19775,Dues,Purchase of Services,Revenue,General Operating Fund
256,2,2016,6510,Seminar and Training Sessions,Purchase of Services,Revenue,General Operating Fund
258,2,2016,2000,Court Reporters,Purchase of Services,Revenue,General Operating Fund
260,2,2016,141545,Repair and Maintenance Charges,Purchase of Services,Revenue,General Operating Fund
266,2,2016,1600,Maint/support-computr Hardware/soft,Purchase of Services,Revenue,General Operating Fund
277,2,2016,100,Witness Fees,Purchase of Services,Revenue,General Operating Fund
285,2,2016,23250,Rents,Purchase of Services,Revenue,General Operating Fund
304,3,2016,23900,Books and Other Publications,Materials and Supplies,Revenue,General Operating Fund
305,3,2016,1000,Building and Construction,Materials and Supplies,Revenue,General Operating Fund
308,3,2016,1430,Dry Goods/notions/wearing Apparel,Materials and Supplies,Revenue,General Operating Fund
310,3,2016,200,Electrical and Communication,Materials and Supplies,Revenue,General Operating Fund
316,3,2016,500,General Hardware and Minor Tools,Materials and Supplies,Revenue,General Operating Fund
317,3,2016,60,Hospital and Laboratory,Materials and Supplies,Revenue,General Operating Fund
