minor_class_id,class_id,fiscal_year,total,minor_class,class,department,fund
323,3,2015,7692,Plumbing/air Conditioning/space Htg,Materials and Supplies,Human Services,General Operating Fund
324,3,2015,35256,"Precision, Photographic and Artists",Materials and Supplies,Human Services,General Operating Fund
325,3,2015,12905,Printing,Materials and Supplies,Human Services,General Operating Fund
326,3,2015,3895,Recreational and Educational,Materials and Supplies,Human Services,General Operating Fund
328,3,2015,250,Motor Vehicle Parts and Accessories,Materials and Supplies,Human Services,General Operating Fund
335,3,2015,1123,Lubricants,Materials and Supplies,Human Services,General Operating Fund
340,3,2015,4251,#2 Diesel Fuel,Materials and Supplies,Human Services,General Operating Fund
399,3,2015,911,Other Materials and Supplies (noc),Materials and Supplies,Human Services,General Operating Fund
410,4,2015,33445,Electrical Lighting Communication,Equipment,Human Services,General Operating Fund
411,4,2015,287,General Equipment and Machinery,Equipment,Human Services,General Operating Fund
412,4,2015,750,Fire Fighting and Emergency,Equipment,Human Services,General Operating Fund
420,4,2015,53672,Office Equipment,Equipment,Human Services,General Operating Fund
423,4,2015,7619,Plumbing/air Conditioning/space Htg,Equipment,Human Services,General Operating Fund
424,4,2015,21359,"Precision, Photographic and Artist",Equipment,Human Services,General Operating Fund
426,4,2015,17500,Recreational and Educational,Equipment,Human Services,General Operating Fund
427,4,2015,86516,Computer Equipment & Peripherals,Equipment,Human Services,General Operating Fund
428,4,2015,34045,Vehicles -- Motor and Motorless,Equipment,Human Services,General Operating Fund
430,4,2015,62349,Furniture and Furnishings,Equipment,Human Services,General Operating Fund
499,4,2015,23798,Other Equipment (noc),Equipment,Human Services,General Operating Fund
100,1,2015,429337,Salary Control,Personal Services,Prisons,General Operating Fund
101,1,2015,98068350,Perm Full Time-civilian,Personal Services,Prisons,General Operating Fund
109,1,2015,763937,Plus/minus Gross Adj,Personal Services,Prisons,General Operating Fund
131,1,2015,3570,Board,Personal Services,Prisons,General Operating Fund
171,1,2015,2813079,"Holiday ""g""(2/3 Shifts)",Personal Services,Prisons,General Operating Fund
181,1,2015,911089,Shift,Personal Services,Prisons,General Operating Fund
199,1,2015,109323,Sick Pay(b Time)-civilian,Personal Services,Prisons,General Operating Fund
201,2,2015,520000,Cleaning and Laundering,Purchase of Services,Prisons,General Operating Fund
202,2,2015,57500,Janitorial Services,Purchase of Services,Prisons,General Operating Fund
205,2,2015,28000,Refuse/garbage/silt/sludge Removal,Purchase of Services,Prisons,General Operating Fund
210,2,2015,22000,Postage,Purchase of Services,Prisons,General Operating Fund
211,2,2015,90000,Transportation,Purchase of Services,Prisons,General Operating Fund
215,2,2015,7000,Licenses Permits Inspection Charges,Purchase of Services,Prisons,General Operating Fund
230,2,2015,8000,Meals-non-travel & Officl Entertain,Purchase of Services,Prisons,General Operating Fund
250,2,2015,86995642,Professional Consult/spec Services,Purchase of Services,Prisons,General Operating Fund
255,2,2015,8000,Dues,Purchase of Services,Prisons,General Operating Fund
256,2,2015,72000,Seminar and Training Sessions,Purchase of Services,Prisons,General Operating Fund
257,2,2015,28580,Architectural & Engineering Srvcs,Purchase of Services,Prisons,General Operating Fund
260,2,2015,1750000,Repair and Maintenance Charges,Purchase of Services,Prisons,General Operating Fund
266,2,2015,75000,Maint/support-computr Hardware/soft,Purchase of Services,Prisons,General Operating Fund
285,2,2015,205000,Rents,Purchase of Services,Prisons,General Operating Fund
290,2,2015,15193020,Payments for Care of Individuals,Purchase of Services,Prisons,General Operating Fund
299,2,2015,4880,Other Expenses (not Othrwse Clssfd),Purchase of Services,Prisons,General Operating Fund
301,3,2015,1000,Agricultural and Botanical,Materials and Supplies,Prisons,General Operating Fund
302,3,2015,1000,"Animal, Livestock and Marine Life",Materials and Supplies,Prisons,General Operating Fund
303,3,2015,25000,"Bakeshop, Dining Room and Kitchen",Materials and Supplies,Prisons,General Operating Fund
304,3,2015,12000,Books and Other Publications,Materials and Supplies,Prisons,General Operating Fund
305,3,2015,300000,Building and Construction,Materials and Supplies,Prisons,General Operating Fund
307,3,2015,25000,Chemicals and Gases,Materials and Supplies,Prisons,General Operating Fund
308,3,2015,1875000,Dry Goods/notions/wearing Apparel,Materials and Supplies,Prisons,General Operating Fund
309,3,2015,100,Cordage and Fibers,Materials and Supplies,Prisons,General Operating Fund
310,3,2015,225000,Electrical and Communication,Materials and Supplies,Prisons,General Operating Fund
311,3,2015,72000,General Equipment and Machinery,Materials and Supplies,Prisons,General Operating Fund
312,3,2015,185000,Fire Fighting and Safety,Materials and Supplies,Prisons,General Operating Fund
313,3,2015,6000,Food,Materials and Supplies,Prisons,General Operating Fund
314,3,2015,90000,Fuel -- Heating and Lighting,Materials and Supplies,Prisons,General Operating Fund
316,3,2015,110000,General Hardware and Minor Tools,Materials and Supplies,Prisons,General Operating Fund
317,3,2015,80000,Hospital and Laboratory,Materials and Supplies,Prisons,General Operating Fund
318,3,2015,560000,"Janitorial, Laundry and Household",Materials and Supplies,Prisons,General Operating Fund
320,3,2015,170000,Office Materials and Supplies,Materials and Supplies,Prisons,General Operating Fund
322,3,2015,20000,Small Power Tools and Hand Tools,Materials and Supplies,Prisons,General Operating Fund
323,3,2015,237000,Plumbing/air Conditioning/space Htg,Materials and Supplies,Prisons,General Operating Fund
324,3,2015,191000,"Precision, Photographic and Artists",Materials and Supplies,Prisons,General Operating Fund
325,3,2015,80000,Printing,Materials and Supplies,Prisons,General Operating Fund
326,3,2015,1800,Recreational and Educational,Materials and Supplies,Prisons,General Operating Fund
328,3,2015,5000,Motor Vehicle Parts and Accessories,Materials and Supplies,Prisons,General Operating Fund
340,3,2015,8000,#2 Diesel Fuel,Materials and Supplies,Prisons,General Operating Fund
342,3,2015,4000,Liquid Propane Gas (lpg),Materials and Supplies,Prisons,General Operating Fund
399,3,2015,20228,Other Materials and Supplies (noc),Materials and Supplies,Prisons,General Operating Fund
410,4,2015,493429,Electrical Lighting Communication,Equipment,Prisons,General Operating Fund
411,4,2015,15000,General Equipment and Machinery,Equipment,Prisons,General Operating Fund
412,4,2015,2400,Fire Fighting and Emergency,Equipment,Prisons,General Operating Fund
418,4,2015,25000,Janitorial and Laundry,Equipment,Prisons,General Operating Fund
420,4,2015,5000,Office Equipment,Equipment,Prisons,General Operating Fund
423,4,2015,125000,Plumbing/air Conditioning/space Htg,Equipment,Prisons,General Operating Fund
424,4,2015,3000,"Precision, Photographic and Artist",Equipment,Prisons,General Operating Fund
426,4,2015,5000,Recreational and Educational,Equipment,Prisons,General Operating Fund
427,4,2015,175000,Computer Equipment & Peripherals,Equipment,Prisons,General Operating Fund
430,4,2015,75000,Furniture and Furnishings,Equipment,Prisons,General Operating Fund
499,4,2015,12216,Other Equipment (noc),Equipment,Prisons,General Operating Fund
506,5,2015,1301757,Prisoner Inmate & Resident Payments,"Contributions, Indemnities, Refunds, Taxes",Prisons,General Operating Fund
100,1,2015,11500,Salary Control,Personal Services,Office of Supportive Housing,General Operating Fund
101,1,2015,7712864,Perm Full Time-civilian,Personal Services,Office of Supportive Housing,General Operating Fund
161,1,2015,193949,Overtime Civilian,Personal Services,Office of Supportive Housing,General Operating Fund
171,1,2015,41495,"Holiday ""g""(2/3 Shifts)",Personal Services,Office of Supportive Housing,General Operating Fund
181,1,2015,21092,Shift,Personal Services,Office of Supportive Housing,General Operating Fund
201,2,2015,36000,Cleaning and Laundering,Purchase of Services,Office of Supportive Housing,General Operating Fund
209,2,2015,35000,Telephone,Purchase of Services,Office of Supportive Housing,General Operating Fund
210,2,2015,15500,Postage,Purchase of Services,Office of Supportive Housing,General Operating Fund
211,2,2015,44800,Transportation,Purchase of Services,Office of Supportive Housing,General Operating Fund
215,2,2015,150,Licenses Permits Inspection Charges,Purchase of Services,Office of Supportive Housing,General Operating Fund
216,2,2015,9000,Commercial Off-shelf Comp Software,Purchase of Services,Office of Supportive Housing,General Operating Fund
250,2,2015,4688319,Professional Consult/spec Services,Purchase of Services,Office of Supportive Housing,General Operating Fund
251,2,2015,174714,Information Technology-prof Service,Purchase of Services,Office of Supportive Housing,General Operating Fund
253,2,2015,80000,Legal Services,Purchase of Services,Office of Supportive Housing,General Operating Fund
254,2,2015,16200,Mental Health & Retardation Service,Purchase of Services,Office of Supportive Housing,General Operating Fund
255,2,2015,1500,Dues,Purchase of Services,Office of Supportive Housing,General Operating Fund
256,2,2015,5500,Seminar and Training Sessions,Purchase of Services,Office of Supportive Housing,General Operating Fund
260,2,2015,62000,Repair and Maintenance Charges,Purchase of Services,Office of Supportive Housing,General Operating Fund
284,2,2015,3465702,Ground and Building Rental,Purchase of Services,Office of Supportive Housing,General Operating Fund
285,2,2015,25000,Rents,Purchase of Services,Office of Supportive Housing,General Operating Fund
290,2,2015,26957236,Payments for Care of Individuals,Purchase of Services,Office of Supportive Housing,General Operating Fund
303,3,2015,10000,"Bakeshop, Dining Room and Kitchen",Materials and Supplies,Office of Supportive Housing,General Operating Fund
305,3,2015,7868,Building and Construction,Materials and Supplies,Office of Supportive Housing,General Operating Fund
308,3,2015,22598,Dry Goods/notions/wearing Apparel,Materials and Supplies,Office of Supportive Housing,General Operating Fund
310,3,2015,2767,Electrical and Communication,Materials and Supplies,Office of Supportive Housing,General Operating Fund
313,3,2015,2500,Food,Materials and Supplies,Office of Supportive Housing,General Operating Fund
314,3,2015,7500,Fuel -- Heating and Lighting,Materials and Supplies,Office of Supportive Housing,General Operating Fund
316,3,2015,5700,General Hardware and Minor Tools,Materials and Supplies,Office of Supportive Housing,General Operating Fund
317,3,2015,12000,Hospital and Laboratory,Materials and Supplies,Office of Supportive Housing,General Operating Fund
318,3,2015,43383,"Janitorial, Laundry and Household",Materials and Supplies,Office of Supportive Housing,General Operating Fund
320,3,2015,26314,Office Materials and Supplies,Materials and Supplies,Office of Supportive Housing,General Operating Fund
324,3,2015,9148,"Precision, Photographic and Artists",Materials and Supplies,Office of Supportive Housing,General Operating Fund
325,3,2015,10000,Printing,Materials and Supplies,Office of Supportive Housing,General Operating Fund
326,3,2015,1800,Recreational and Educational,Materials and Supplies,Office of Supportive Housing,General Operating Fund
399,3,2015,599,Other Materials and Supplies (noc),Materials and Supplies,Office of Supportive Housing,General Operating Fund
418,4,2015,20000,Janitorial and Laundry,Equipment,Office of Supportive Housing,General Operating Fund
420,4,2015,38010,Office Equipment,Equipment,Office of Supportive Housing,General Operating Fund
427,4,2015,50388,Computer Equipment & Peripherals,Equipment,Office of Supportive Housing,General Operating Fund
430,4,2015,73552,Furniture and Furnishings,Equipment,Office of Supportive Housing,General Operating Fund
506,5,2015,32421,Prisoner Inmate & Resident Payments,"Contributions, Indemnities, Refunds, Taxes",Office of Supportive Housing,General Operating Fund
100,1,2015,200737,Salary Control,Personal Services,Fleet Management,General Operating Fund
101,1,2015,13327219,Perm Full Time-civilian,Personal Services,Fleet Management,General Operating Fund
121,1,2015,39936,Temporary Seasonal,Personal Services,Fleet Management,General Operating Fund
161,1,2015,1975119,Overtime Civilian,Personal Services,Fleet Management,General Operating Fund
171,1,2015,128330,"Holiday ""g""(2/3 Shifts)",Personal Services,Fleet Management,General Operating Fund
181,1,2015,69166,Shift,Personal Services,Fleet Management,General Operating Fund
201,2,2015,60000,Cleaning and Laundering,Purchase of Services,Fleet Management,General Operating Fund
211,2,2015,1355,Transportation,Purchase of Services,Law,Water Operating Fund
202,2,2015,254000,Janitorial Services,Purchase of Services,Fleet Management,General Operating Fund
209,2,2015,10000,Telephone,Purchase of Services,Fleet Management,General Operating Fund
210,2,2015,2000,Postage,Purchase of Services,Fleet Management,General Operating Fund
211,2,2015,10000,Transportation,Purchase of Services,Fleet Management,General Operating Fund
215,2,2015,65000,Licenses Permits Inspection Charges,Purchase of Services,Fleet Management,General Operating Fund
250,2,2015,464000,Professional Consult/spec Services,Purchase of Services,Fleet Management,General Operating Fund
251,2,2015,180000,Information Technology-prof Service,Purchase of Services,Fleet Management,General Operating Fund
255,2,2015,2000,Dues,Purchase of Services,Fleet Management,General Operating Fund
211,2,2015,2250,Transportation,Purchase of Services,Revenue,Water Operating Fund
256,2,2015,24000,Seminar and Training Sessions,Purchase of Services,Fleet Management,General Operating Fund
260,2,2015,3555396,Repair and Maintenance Charges,Purchase of Services,Fleet Management,General Operating Fund
280,2,2015,6000,Insurance and Official Bonds,Purchase of Services,Fleet Management,General Operating Fund
283,2,2015,4500000,Lease Purchase -- Vehicles,Purchase of Services,Fleet Management,General Operating Fund
285,2,2015,74000,Rents,Purchase of Services,Fleet Management,General Operating Fund
286,2,2015,398000,Rental of Parking Spaces,Purchase of Services,Fleet Management,General Operating Fund
304,3,2015,52000,Books and Other Publications,Materials and Supplies,Fleet Management,General Operating Fund
305,3,2015,136000,Building and Construction,Materials and Supplies,Fleet Management,General Operating Fund
307,3,2015,138000,Chemicals and Gases,Materials and Supplies,Fleet Management,General Operating Fund
308,3,2015,123000,Dry Goods/notions/wearing Apparel,Materials and Supplies,Fleet Management,General Operating Fund
310,3,2015,4000,Electrical and Communication,Materials and Supplies,Fleet Management,General Operating Fund
311,3,2015,4000,General Equipment and Machinery,Materials and Supplies,Fleet Management,General Operating Fund
312,3,2015,24000,Fire Fighting and Safety,Materials and Supplies,Fleet Management,General Operating Fund
313,3,2015,2000,Food,Materials and Supplies,Fleet Management,General Operating Fund
314,3,2015,14000,Fuel -- Heating and Lighting,Materials and Supplies,Fleet Management,General Operating Fund
316,3,2015,50000,General Hardware and Minor Tools,Materials and Supplies,Fleet Management,General Operating Fund
317,3,2015,8000,Hospital and Laboratory,Materials and Supplies,Fleet Management,General Operating Fund
318,3,2015,60000,"Janitorial, Laundry and Household",Materials and Supplies,Fleet Management,General Operating Fund
320,3,2015,25000,Office Materials and Supplies,Materials and Supplies,Fleet Management,General Operating Fund
322,3,2015,70000,Small Power Tools and Hand Tools,Materials and Supplies,Fleet Management,General Operating Fund
323,3,2015,1000,Plumbing/air Conditioning/space Htg,Materials and Supplies,Fleet Management,General Operating Fund
324,3,2015,14500,"Precision, Photographic and Artists",Materials and Supplies,Fleet Management,General Operating Fund
325,3,2015,10000,Printing,Materials and Supplies,Fleet Management,General Operating Fund
328,3,2015,8303811,Motor Vehicle Parts and Accessories,Materials and Supplies,Fleet Management,General Operating Fund
335,3,2015,523900,Lubricants,Materials and Supplies,Fleet Management,General Operating Fund
340,3,2015,7060000,#2 Diesel Fuel,Materials and Supplies,Fleet Management,General Operating Fund
345,3,2015,10140000,Gasoline,Materials and Supplies,Fleet Management,General Operating Fund
411,4,2015,178000,General Equipment and Machinery,Equipment,Fleet Management,General Operating Fund
420,4,2015,8000,Office Equipment,Equipment,Fleet Management,General Operating Fund
423,4,2015,2000,Plumbing/air Conditioning/space Htg,Equipment,Fleet Management,General Operating Fund
424,4,2015,2000,"Precision, Photographic and Artist",Equipment,Fleet Management,General Operating Fund
428,4,2015,7465000,Vehicles -- Motor and Motorless,Equipment,Fleet Management,General Operating Fund
430,4,2015,10000,Furniture and Furnishings,Equipment,Fleet Management,General Operating Fund
100,1,2015,120000,Salary Control,Personal Services,Licenses & Inspections,General Operating Fund
101,1,2015,16225590,Perm Full Time-civilian,Personal Services,Licenses & Inspections,General Operating Fund
121,1,2015,40000,Temporary Seasonal,Personal Services,Licenses & Inspections,General Operating Fund
161,1,2015,485000,Overtime Civilian,Personal Services,Licenses & Inspections,General Operating Fund
171,1,2015,5350,"Holiday ""g""(2/3 Shifts)",Personal Services,Licenses & Inspections,General Operating Fund
181,1,2015,1250,Shift,Personal Services,Licenses & Inspections,General Operating Fund
201,2,2015,286,Cleaning and Laundering,Purchase of Services,Licenses & Inspections,General Operating Fund
202,2,2015,33851,Janitorial Services,Purchase of Services,Licenses & Inspections,General Operating Fund
209,2,2015,23816,Telephone,Purchase of Services,Licenses & Inspections,General Operating Fund
210,2,2015,500,Postage,Purchase of Services,Licenses & Inspections,General Operating Fund
211,2,2015,179557,Transportation,Purchase of Services,Licenses & Inspections,General Operating Fund
230,2,2015,1000,Meals-non-travel & Officl Entertain,Purchase of Services,Licenses & Inspections,General Operating Fund
240,2,2015,5000,Advertising/promotional Activities,Purchase of Services,Licenses & Inspections,General Operating Fund
250,2,2015,494175,Professional Consult/spec Services,Purchase of Services,Licenses & Inspections,General Operating Fund
255,2,2015,8500,Dues,Purchase of Services,Licenses & Inspections,General Operating Fund
256,2,2015,461885,Seminar and Training Sessions,Purchase of Services,Licenses & Inspections,General Operating Fund
258,2,2015,1000,Court Reporters,Purchase of Services,Licenses & Inspections,General Operating Fund
260,2,2015,353000,Repair and Maintenance Charges,Purchase of Services,Licenses & Inspections,General Operating Fund
262,2,2015,8408812,Demolition of Buildings,Purchase of Services,Licenses & Inspections,General Operating Fund
264,2,2015,30000,Abatement of Other Nuisances,Purchase of Services,Licenses & Inspections,General Operating Fund
266,2,2015,6038,Maint/support-computr Hardware/soft,Purchase of Services,Licenses & Inspections,General Operating Fund
285,2,2015,4365,Rents,Purchase of Services,Licenses & Inspections,General Operating Fund
286,2,2015,30000,Rental of Parking Spaces,Purchase of Services,Licenses & Inspections,General Operating Fund
295,2,2015,750,Purchase Services-imprest Advances,Purchase of Services,Licenses & Inspections,General Operating Fund
304,3,2015,8700,Books and Other Publications,Materials and Supplies,Licenses & Inspections,General Operating Fund
305,3,2015,57400,Building and Construction,Materials and Supplies,Licenses & Inspections,General Operating Fund
307,3,2015,700,Chemicals and Gases,Materials and Supplies,Licenses & Inspections,General Operating Fund
308,3,2015,9000,Dry Goods/notions/wearing Apparel,Materials and Supplies,Licenses & Inspections,General Operating Fund
310,3,2015,1736,Electrical and Communication,Materials and Supplies,Licenses & Inspections,General Operating Fund
311,3,2015,500,General Equipment and Machinery,Materials and Supplies,Licenses & Inspections,General Operating Fund
312,3,2015,2000,Fire Fighting and Safety,Materials and Supplies,Licenses & Inspections,General Operating Fund
316,3,2015,4100,General Hardware and Minor Tools,Materials and Supplies,Licenses & Inspections,General Operating Fund
317,3,2015,6500,Hospital and Laboratory,Materials and Supplies,Licenses & Inspections,General Operating Fund
318,3,2015,23000,"Janitorial, Laundry and Household",Materials and Supplies,Licenses & Inspections,General Operating Fund
320,3,2015,55552,Office Materials and Supplies,Materials and Supplies,Licenses & Inspections,General Operating Fund
322,3,2015,3200,Small Power Tools and Hand Tools,Materials and Supplies,Licenses & Inspections,General Operating Fund
324,3,2015,47000,"Precision, Photographic and Artists",Materials and Supplies,Licenses & Inspections,General Operating Fund
325,3,2015,28000,Printing,Materials and Supplies,Licenses & Inspections,General Operating Fund
328,3,2015,1000,Motor Vehicle Parts and Accessories,Materials and Supplies,Licenses & Inspections,General Operating Fund
405,4,2015,800,"Construction, Dredging, Conveying",Equipment,Licenses & Inspections,General Operating Fund
411,4,2015,2200,General Equipment and Machinery,Equipment,Licenses & Inspections,General Operating Fund
420,4,2015,12200,Office Equipment,Equipment,Licenses & Inspections,General Operating Fund
423,4,2015,1300,Plumbing/air Conditioning/space Htg,Equipment,Licenses & Inspections,General Operating Fund
424,4,2015,4800,"Precision, Photographic and Artist",Equipment,Licenses & Inspections,General Operating Fund
427,4,2015,291025,Computer Equipment & Peripherals,Equipment,Licenses & Inspections,General Operating Fund
430,4,2015,22900,Furniture and Furnishings,Equipment,Licenses & Inspections,General Operating Fund
499,4,2015,400000,Other Equipment (noc),Equipment,Licenses & Inspections,General Operating Fund
101,1,2015,95118,Perm Full Time-civilian,Personal Services,Board of Licenses & Inspections,General Operating Fund
131,1,2015,58074,Board,Personal Services,Board of Licenses & Inspections,General Operating Fund
258,2,2015,10436,Court Reporters,Purchase of Services,Board of Licenses & Inspections,General Operating Fund
101,1,2015,48845,Perm Full Time-civilian,Personal Services,Board of Building Standards,General Operating Fund
131,1,2015,24384,Board,Personal Services,Board of Building Standards,General Operating Fund
325,3,2015,14000,Printing,Materials and Supplies,Law,General Operating Fund
101,1,2015,220157,Perm Full Time-civilian,Personal Services,Zoning Board,General Operating Fund
131,1,2015,102699,Board,Personal Services,Zoning Board,General Operating Fund
258,2,2015,34541,Court Reporters,Purchase of Services,Zoning Board,General Operating Fund
100,1,2015,89059,Salary Control,Personal Services,Records,General Operating Fund
101,1,2015,2658800,Perm Full Time-civilian,Personal Services,Records,General Operating Fund
109,1,2015,50175,Plus/minus Gross Adj,Personal Services,Records,General Operating Fund
161,1,2015,197881,Overtime Civilian,Personal Services,Records,General Operating Fund
181,1,2015,1881,Shift,Personal Services,Records,General Operating Fund
210,2,2015,2049,Postage,Purchase of Services,Records,General Operating Fund
211,2,2015,330,Transportation,Purchase of Services,Records,General Operating Fund
216,2,2015,16498,Commercial Off-shelf Comp Software,Purchase of Services,Records,General Operating Fund
250,2,2015,1261410,Professional Consult/spec Services,Purchase of Services,Records,General Operating Fund
255,2,2015,1728,Dues,Purchase of Services,Records,General Operating Fund
260,2,2015,79924,Repair and Maintenance Charges,Purchase of Services,Records,General Operating Fund
266,2,2015,166799,Maint/support-computr Hardware/soft,Purchase of Services,Records,General Operating Fund
285,2,2015,6000,Rents,Purchase of Services,Records,General Operating Fund
299,2,2015,4041,Other Expenses (not Othrwse Clssfd),Purchase of Services,Records,General Operating Fund
304,3,2015,787,Books and Other Publications,Materials and Supplies,Records,General Operating Fund
308,3,2015,50,Dry Goods/notions/wearing Apparel,Materials and Supplies,Records,General Operating Fund
318,3,2015,50,"Janitorial, Laundry and Household",Materials and Supplies,Records,General Operating Fund
320,3,2015,30511,Office Materials and Supplies,Materials and Supplies,Records,General Operating Fund
324,3,2015,24764,"Precision, Photographic and Artists",Materials and Supplies,Records,General Operating Fund
325,3,2015,4340,Printing,Materials and Supplies,Records,General Operating Fund
420,4,2015,6693,Office Equipment,Equipment,Records,General Operating Fund
427,4,2015,65000,Computer Equipment & Peripherals,Equipment,Records,General Operating Fund
430,4,2015,3640,Furniture and Furnishings,Equipment,Records,General Operating Fund
499,4,2015,7923,Other Equipment (noc),Equipment,Records,General Operating Fund
504,5,2015,1456,Meritorious Awards,"Contributions, Indemnities, Refunds, Taxes",Records,General Operating Fund
210,2,2015,25000,Postage,Purchase of Services,Personnel,General Operating Fund
101,1,2015,405377,Perm Full Time-civilian,Personal Services,Historical Commission,General Operating Fund
131,1,2015,5164,Board,Personal Services,Historical Commission,General Operating Fund
260,2,2015,980,Repair and Maintenance Charges,Purchase of Services,Historical Commission,General Operating Fund
320,3,2015,809,Office Materials and Supplies,Materials and Supplies,Historical Commission,General Operating Fund
517,5,2015,2550000,Contributions-gov & Non-prof Not Ed,"Contributions, Indemnities, Refunds, Taxes",Art Museum,General Operating Fund
100,1,2015,396201,Salary Control,Personal Services,Director of Finance,General Operating Fund
101,1,2015,8414610,Perm Full Time-civilian,Personal Services,Director of Finance,General Operating Fund
111,1,2015,14634,Perm Part Time,Personal Services,Director of Finance,General Operating Fund
121,1,2015,30000,Temporary Seasonal,Personal Services,Director of Finance,General Operating Fund
131,1,2015,45000,Board,Personal Services,Director of Finance,General Operating Fund
161,1,2015,34586,Overtime Civilian,Personal Services,Director of Finance,General Operating Fund
171,1,2015,915,"Holiday ""g""(2/3 Shifts)",Personal Services,Director of Finance,General Operating Fund
181,1,2015,100,Shift,Personal Services,Director of Finance,General Operating Fund
186,1,2015,1000000,Flex Cash,Personal Services,Finance - Employee Benefits,General Operating Fund
187,1,2015,36159043,Worker's Comp-disability Comp,Personal Services,Finance - Employee Benefits,General Operating Fund
188,1,2015,27944735,Worker's Comp-medical,Personal Services,Finance - Employee Benefits,General Operating Fund
189,1,2015,20086278,Medicare Tax,Personal Services,Finance - Employee Benefits,General Operating Fund
190,1,2015,110413101,Pension-obligation Bond Payments,Personal Services,Finance - Employee Benefits,General Operating Fund
191,1,2015,1167961775,Pension,Personal Services,Finance - Employee Benefits,General Operating Fund
192,1,2015,48738958,FICA Taxes,Personal Services,Finance - Employee Benefits,General Operating Fund
193,1,2015,387871657,Medical Health & Welfare Credit,Personal Services,Finance - Employee Benefits,General Operating Fund
194,1,2015,7750000,Group Life Insurance,Personal Services,Finance - Employee Benefits,General Operating Fund
195,1,2015,4183450,Group Legal Insurance,Personal Services,Finance - Employee Benefits,General Operating Fund
196,1,2015,5080260,Unemployment Comp Insurance,Personal Services,Finance - Employee Benefits,General Operating Fund
197,1,2015,125000,Auto Mechanic Tool Insurance,Personal Services,Finance - Employee Benefits,General Operating Fund
210,2,2015,3073,Postage,Purchase of Services,Director of Finance,General Operating Fund
211,2,2015,3000,Transportation,Purchase of Services,Director of Finance,General Operating Fund
230,2,2015,66102,Meals-non-travel & Officl Entertain,Purchase of Services,Director of Finance,General Operating Fund
240,2,2015,46,Advertising/promotional Activities,Purchase of Services,Director of Finance,General Operating Fund
250,2,2015,2226975,Professional Consult/spec Services,Purchase of Services,Director of Finance,General Operating Fund
251,2,2015,1412500,Information Technology-prof Service,Purchase of Services,Director of Finance,General Operating Fund
252,2,2015,40000,Accounting and Auditing Services,Purchase of Services,Director of Finance,General Operating Fund
255,2,2015,91946,Dues,Purchase of Services,Director of Finance,General Operating Fund
256,2,2015,2759,Seminar and Training Sessions,Purchase of Services,Director of Finance,General Operating Fund
258,2,2015,15849,Court Reporters,Purchase of Services,Director of Finance,General Operating Fund
260,2,2015,13645,Repair and Maintenance Charges,Purchase of Services,Director of Finance,General Operating Fund
266,2,2015,29901,Maint/support-computr Hardware/soft,Purchase of Services,Director of Finance,General Operating Fund
277,2,2015,171518,Witness Fees,Purchase of Services,Director of Finance,General Operating Fund
280,2,2015,1056900,Insurance and Official Bonds,Purchase of Services,Director of Finance,General Operating Fund
286,2,2015,1000,Rental of Parking Spaces,Purchase of Services,Director of Finance,General Operating Fund
298,2,2015,161345,Payments for Burials and Graves,Purchase of Services,Director of Finance,General Operating Fund
299,2,2015,1980,Other Expenses (not Othrwse Clssfd),Purchase of Services,Director of Finance,General Operating Fund
304,3,2015,14731,Books and Other Publications,Materials and Supplies,Director of Finance,General Operating Fund
320,3,2015,47078,Office Materials and Supplies,Materials and Supplies,Director of Finance,General Operating Fund
324,3,2015,5734,"Precision, Photographic and Artists",Materials and Supplies,Director of Finance,General Operating Fund
325,3,2015,27615,Printing,Materials and Supplies,Director of Finance,General Operating Fund
420,4,2015,12616,Office Equipment,Equipment,Director of Finance,General Operating Fund
427,4,2015,3000,Computer Equipment & Peripherals,Equipment,Director of Finance,General Operating Fund
504,5,2015,25000,Meritorious Awards,"Contributions, Indemnities, Refunds, Taxes",Director of Finance,General Operating Fund
505,5,2015,96019507,Contributions-ed & Non-prof Rec Org,"Contributions, Indemnities, Refunds, Taxes",Director of Finance,General Operating Fund
512,5,2015,250000,Refunds,"Contributions, Indemnities, Refunds, Taxes",Director of Finance,General Operating Fund
513,5,2015,33660000,Indemnities-interdepartmental Trans,"Contributions, Indemnities, Refunds, Taxes",Director of Finance,General Operating Fund
517,5,2015,4675000,Contributions-gov & Non-prof Not Ed,"Contributions, Indemnities, Refunds, Taxes",Director of Finance,General Operating Fund
100,1,2015,125420,Salary Control,Personal Services,Revenue,General Operating Fund
101,1,2015,16548090,Perm Full Time-civilian,Personal Services,Revenue,General Operating Fund
121,1,2015,775450,Temporary Seasonal,Personal Services,Revenue,General Operating Fund
161,1,2015,307800,Overtime Civilian,Personal Services,Revenue,General Operating Fund
171,1,2015,3900,"Holiday ""g""(2/3 Shifts)",Personal Services,Revenue,General Operating Fund
205,2,2015,4000,Refuse/garbage/silt/sludge Removal,Purchase of Services,Revenue,General Operating Fund
209,2,2015,2419,Telephone,Purchase of Services,Revenue,General Operating Fund
210,2,2015,1713184,Postage,Purchase of Services,Revenue,General Operating Fund
211,2,2015,23700,Transportation,Purchase of Services,Revenue,General Operating Fund
216,2,2015,835,Commercial Off-shelf Comp Software,Purchase of Services,Revenue,General Operating Fund
230,2,2015,500,Meals-non-travel & Officl Entertain,Purchase of Services,Revenue,General Operating Fund
